[2026-04-01T21:13:01.855Z] GET http://localhost:4322/fonts/inter-latin-400-normal.woff2 → 304 (5ms, ?B)
[2026-04-01T21:13:01.855Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/wrenchbolt.svg?origWidth=41&origHeight=40&origFormat=svg → 304 (29ms, ?B)
[2026-04-01T21:13:01.855Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/light-curriculum.png?origWidth=3407&origHeight=3407&origFormat=png → 200 (54ms, ?B)
[2026-04-01T21:13:01.855Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/curriculum-page-1.png?origWidth=570&origHeight=427&origFormat=png → 200 (54ms, 460607B)
[2026-04-01T21:13:01.856Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/wiring-curriculum.png?origWidth=920&origHeight=920&origFormat=png → 200 (29ms, 1253307B)
[2026-04-01T21:13:01.856Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/contact-image.png?origWidth=620&origHeight=270&origFormat=png → 304 (33ms, ?B)
[2026-04-01T21:13:01.856Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/location-icon.svg?origWidth=20&origHeight=21&origFormat=svg → 304 (33ms, ?B)
[2026-04-01T21:13:01.856Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/phone-icon.svg?origWidth=20&origHeight=21&origFormat=svg → 304 (53ms, ?B)
[2026-04-01T21:13:01.861Z] GET http://localhost:4322/node_modules/vite/dist/client/env.mjs → 200 (26ms, 4586B)
[2026-04-01T21:13:01.887Z] GET http://localhost:4322/@react-refresh → 200 (77ms, 113132B)
[2026-04-01T21:13:01.890Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/astro.js?v=3afa04c6 → 200 (?ms, 109029B)
[2026-04-01T21:13:01.890Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/index.js?v=3afa04c6 → 200 (?ms, 37694B)
[2026-04-01T21:13:01.898Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/xray.js?v=3afa04c6 → 200 (?ms, 30990B)
[2026-04-01T21:13:01.899Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/settings.js?v=3afa04c6 → 200 (?ms, 35003B)
[2026-04-01T21:13:01.903Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/toolbar.js?v=3afa04c6 → 200 (?ms, 86326B)
[2026-04-01T21:13:01.904Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/index.js?v=3afa04c6 → 200 (?ms, 6537B)
[2026-04-01T21:13:01.910Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icons.js?v=3afa04c6 → 200 (1ms, 277585B)
[2026-04-01T21:13:01.911Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/icons.js?v=3afa04c6 → 200 (?ms, 5650B)
[2026-04-01T21:13:01.911Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/window.js?v=3afa04c6 → 200 (?ms, 7595B)
[2026-04-01T21:13:01.913Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/highlight.js?v=3afa04c6 → 200 (1ms, 11750B)
[2026-04-01T21:13:01.914Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/annotations.js?v=3afa04c6 → 200 (?ms, 3862B)
[2026-04-01T21:13:01.915Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/index.js?v=3afa04c6 → 200 (?ms, 7035B)
[2026-04-01T21:13:01.915Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-list-item.js?v=3afa04c6 → 200 (?ms, 16740B)
